"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"1825","F",0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,-1
"1826","F",0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,-1
"1827","M",0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,-1
"1828","F",0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,-1
"1829","F",0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,-1
"1830","F",0.665,0.53,0.18,1.491,0.6345,0.342,0.435,-1
"1831","F",0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,-1
"1832","M",0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,-1
"1833","F",0.63,0.5,0.175,1.1105,0.467,0.268,0.329,-1
"1834","F",0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,-1
"1835","F",0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,-1
"1836","F",0.645,0.515,0.175,1.546,0.7035,0.365,0.415,-1
"1837","F",0.65,0.545,0.175,1.5245,0.59,0.326,0.495,-1
"1838","M",0.65,0.515,0.175,1.466,0.677,0.3045,0.4,-1
"1839","M",0.66,0.505,0.165,1.374,0.589,0.351,0.345,-1
"1840","F",0.665,0.515,0.18,1.389,0.5945,0.324,0.395,-1
"1841","M",0.67,0.5,0.19,1.519,0.616,0.388,0.415,-1
"1842","M",0.705,0.56,0.165,1.675,0.797,0.4095,0.388,-1
"1843","I",0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,-1
"1844","I",0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,-1
"1845","M",0.54,0.455,0.14,0.972,0.419,0.255,0.269,-1
"1846","I",0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,-1
"1847","M",0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,-1
"1848","I",0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,-1
"1849","M",0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,-1
"1850","M",0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,-1
"1851","I",0.57,0.43,0.145,0.833,0.354,0.144,0.2815,-1
"1852","I",0.575,0.425,0.135,0.7965,0.364,0.196,0.239,-1
"1853","F",0.575,0.47,0.155,1.116,0.509,0.238,0.34,-1
"1854","M",0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,-1
"1855","I",0.575,0.45,0.135,0.807,0.3615,0.176,0.254,-1
"1856","M",0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,-1
"1857","M",0.58,0.43,0.13,0.798,0.365,0.173,0.2285,-1
"1858","F",0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,-1
"1859","M",0.59,0.49,0.165,1.207,0.559,0.235,0.309,-1
"1860","I",0.59,0.45,0.145,1.022,0.428,0.268,0.265,-1
"1861","M",0.595,0.45,0.14,0.838,0.3965,0.194,0.217,-1
"1862","M",0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,-1
"1863","F",0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,-1
"1864","M",0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,-1
"1865","M",0.61,0.475,0.155,0.983,0.4565,0.228,0.266,-1
"1866","F",0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,-1
"1867","F",0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,-1
"1868","M",0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,-1
"1869","I",0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,-1
"1870","M",0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,-1
"1871","F",0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,-1
"1872","F",0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,-1
"1873","F",0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,-1
"1874","M",0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,-1
"1875","M",0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,-1
"1876","M",0.645,0.5,0.175,1.3375,0.554,0.308,0.415,-1
"1877","F",0.645,0.51,0.19,1.363,0.573,0.362,0.36,-1
"1878","M",0.655,0.55,0.18,1.274,0.586,0.281,0.365,-1
"1879","M",0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,-1
"1880","F",0.67,0.55,0.155,1.566,0.858,0.339,0.354,-1
"1881","F",0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,-1
"1882","M",0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,-1
"1883","F",0.71,0.54,0.205,1.5805,0.802,0.287,0.435,-1
"1884","I",0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,-1
"1885","M",0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,-1
"1886","F",0.545,0.415,0.2,1.358,0.567,0.318,0.403,-1
"1887","F",0.55,0.38,0.165,1.205,0.543,0.294,0.3345,-1
"1888","M",0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,-1
"1889","M",0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,-1
"1890","I",0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,-1
"1891","F",0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,-1
"1892","M",0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,-1
"1893","M",0.605,0.475,0.15,1.15,0.575,0.232,0.297,-1
"1894","F",0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,-1
"1895","M",0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,-1
"1896","F",0.635,0.475,0.15,1.1845,0.533,0.307,0.291,-1
"1897","M",0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,-1
"1898","M",0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,-1
"1899","F",0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,-1
"1900","F",0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,-1
"1901","I",0.515,0.415,0.135,0.7125,0.285,0.152,0.245,-1
"1902","I",0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,-1
"1903","I",0.52,0.385,0.115,0.581,0.2555,0.156,0.143,-1
"1904","I",0.545,0.425,0.14,0.8145,0.305,0.231,0.244,-1
"1905","I",0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,-1
"1906","M",0.575,0.435,0.135,0.992,0.432,0.2225,0.239,-1
"1907","F",0.58,0.5,0.165,0.925,0.37,0.185,0.3005,-1
"1908","M",0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,-1
"1909","I",0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,-1
"1910","M",0.595,0.455,0.15,0.886,0.4315,0.201,0.223,-1
"1911","M",0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,-1
"1912","M",0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,-1
"1913","F",0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,-1
"1914","M",0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,-1
"1915","M",0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,-1
"1916","F",0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,-1
"1917","I",0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,-1
"1918","I",0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,-1
"1919","F",0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,-1
"1920","F",0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,-1
"1921","M",0.68,0.54,0.155,1.534,0.671,0.379,0.384,-1
"1922","M",0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,-1
"1923","F",0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,-1
"1924","M",0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,-1
"1925","I",0.47,0.375,0.105,0.441,0.167,0.0865,0.145,-1
"1926","M",0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,-1
"1927","F",0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,-1
"1928","F",0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,-1
"1929","M",0.59,0.465,0.165,1.115,0.5165,0.273,0.275,-1
"1930","M",0.61,0.49,0.16,1.112,0.465,0.228,0.341,-1
"1931","F",0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,-1
"1932","F",0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,-1
"1933","F",0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,-1
"1934","F",0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,-1
"1935","F",0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,-1
"1936","F",0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,-1
"1937","I",0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,-1
"1938","M",0.585,0.48,0.185,1.04,0.434,0.265,0.285,-1
"1939","F",0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,-1
"1940","F",0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,-1
"1941","F",0.59,0.455,0.175,0.966,0.391,0.2455,0.31,-1
"1942","F",0.45,0.36,0.125,0.5065,0.222,0.105,0.16,-1
"1943","M",0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,-1
"1944","M",0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,-1
"1945","M",0.595,0.465,0.125,0.799,0.3245,0.2,0.23,-1
"1946","F",0.49,0.37,0.14,0.585,0.243,0.115,0.195,-1
"1947","I",0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,-1
"1948","F",0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,-1
"1949","M",0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,-1
"1950","F",0.38,0.325,0.11,0.3105,0.12,0.074,0.105,-1
"1951","M",0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,-1
"1952","M",0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,-1
"1953","F",0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,-1
"1954","F",0.58,0.475,0.155,0.974,0.4305,0.23,0.285,-1
"1955","F",0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,-1
"1956","F",0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,-1
"1957","I",0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,-1
"1958","F",0.415,0.305,0.105,0.3605,0.12,0.082,0.1,-1
"1959","M",0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,-1
"1960","F",0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,-1
"1961","I",0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,-1
"1962","M",0.37,0.29,0.09,0.241,0.11,0.045,0.069,-1
"1963","M",0.33,0.25,0.09,0.197,0.085,0.041,0.0605,-1
"1964","M",0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,-1
"1965","F",0.58,0.46,0.185,1.017,0.3515,0.2,0.32,-1
"1966","F",0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,-1
"1967","M",0.4,0.315,0.105,0.287,0.1135,0.037,0.113,-1
"1968","F",0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,-1
"1969","F",0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,-1
"1970","F",0.53,0.385,0.125,0.6695,0.289,0.151,0.18,-1
"1971","M",0.54,0.415,0.17,0.879,0.339,0.208,0.255,-1
"1972","F",0.42,0.33,0.125,0.463,0.186,0.11,0.145,-1
"1973","M",0.35,0.26,0.09,0.198,0.0725,0.056,0.06,-1
"1974","F",0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,-1
"1975","I",0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,-1
"1976","M",0.595,0.49,0.185,1.185,0.482,0.2015,0.361,-1
"1977","M",0.605,0.475,0.175,1.201,0.5395,0.275,0.309,-1
"1978","F",0.625,0.49,0.155,1.33,0.6675,0.259,0.33,-1
"1979","M",0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,-1
"1980","F",0.7,0.525,0.19,1.6015,0.707,0.365,0.43,-1
"1981","F",0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,-1
"1982","F",0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,-1
"1983","F",0.615,0.5,0.165,1.327,0.6,0.3015,0.355,-1
"1984","M",0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,-1
"1985","F",0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,-1
"1986","F",0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,-1
"1987","M",0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,-1
"1988","M",0.6,0.49,0.21,1.9875,1.005,0.419,0.491,-1
"1989","M",0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,-1
"1990","M",0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,-1
"1991","M",0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,-1
"1992","F",0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,-1
"1993","M",0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,-1
"1994","M",0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,-1
"1995","I",0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,-1
"1996","F",0.525,0.415,0.15,0.7055,0.329,0.147,0.199,-1
"1997","M",0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,-1
"1998","I",0.55,0.43,0.145,0.712,0.3025,0.152,0.225,-1
"1999","I",0.55,0.425,0.145,0.89,0.4325,0.171,0.236,-1
"2000","I",0.55,0.425,0.135,0.656,0.257,0.17,0.203,-1
"2001","I",0.56,0.44,0.14,0.825,0.402,0.139,0.245,-1
"2002","F",0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,-1
"2003","M",0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,-1
"2004","I",0.585,0.46,0.145,0.8465,0.339,0.167,0.295,-1
"2005","M",0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,-1
"2006","M",0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,-1
"2007","M",0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,-1
"2008","M",0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,-1
"2009","F",0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,-1
"2010","F",0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,-1
"2011","M",0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,-1
"2012","M",0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,-1
"2013","F",0.63,0.475,0.155,1.0005,0.452,0.252,0.265,-1
"2014","M",0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,-1
"2015","M",0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,-1
"2016","M",0.64,0.495,0.17,1.139,0.5395,0.282,0.285,-1
"2017","M",0.64,0.515,0.08,1.042,0.515,0.1755,0.175,-1
"2018","M",0.72,0.55,0.205,2.165,1.1055,0.525,0.404,-1
"2019","F",0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,-1
"2020","M",0.6,0.45,0.16,1.142,0.539,0.225,0.307,-1
"2021","M",0.605,0.475,0.19,1.1255,0.59,0.247,0.26,-1
"2022","F",0.62,0.48,0.17,1.1045,0.535,0.25,0.287,-1
"2023","M",0.625,0.475,0.175,1.3405,0.656,0.283,0.337,-1
"2024","M",0.63,0.49,0.165,1.2005,0.575,0.273,0.294,-1
"2025","M",0.63,0.485,0.16,1.243,0.623,0.275,0.3,-1
"2026","F",0.72,0.55,0.18,1.52,0.637,0.325,0.435,-1
"2027","M",0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,-1
"2028","I",0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,-1
"2029","I",0.545,0.43,0.15,0.742,0.3525,0.158,0.208,-1
"2030","M",0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,-1
"2031","I",0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,-1
"2032","M",0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,-1
"2033","M",0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,-1
"2034","F",0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,-1
"2035","M",0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,-1
"2036","M",0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,-1
"2037","F",0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,-1
"2038","M",0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,-1
"2039","M",0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,-1
"2040","F",0.625,0.49,0.145,0.92,0.437,0.1735,0.28,-1
"2041","M",0.625,0.49,0.12,0.8765,0.456,0.18,0.233,-1
"2042","F",0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,-1
"2043","F",0.63,0.485,0.185,1.167,0.548,0.2485,0.34,-1
"2044","M",0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,-1
"2045","F",0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,-1
"2046","F",0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,-1
"2047","M",0.67,0.54,0.175,1.482,0.739,0.2925,0.365,-1
"2048","M",0.685,0.505,0.19,1.533,0.667,0.4055,0.41,-1
"2049","F",0.535,0.4,0.15,1.224,0.618,0.275,0.2875,-1
"2050","M",0.555,0.405,0.19,1.406,0.6115,0.342,0.389,-1
"2051","F",0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,-1
"2052","M",0.645,0.505,0.185,1.463,0.592,0.3905,0.416,-1
"2053","F",0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,-1
"2054","M",0.54,0.42,0.19,0.6855,0.293,0.163,0.38,-1
"2055","I",0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,-1
"2056","M",0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,-1
"2057","M",0.575,0.445,0.14,0.737,0.325,0.1405,0.237,-1
"2058","F",0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,-1
"2059","M",0.63,0.495,0.18,1.31,0.495,0.295,0.4695,-1
"2060","F",0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,-1
"2061","M",0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,-1
"2062","M",0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,-1
"2063","M",0.46,0.355,0.14,0.491,0.207,0.115,0.174,-1
"2064","M",0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,-1
"2065","M",0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,-1
"2066","M",0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,-1
"2067","M",0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,-1
"2068","F",0.525,0.4,0.135,0.714,0.318,0.138,0.208,-1
"2069","F",0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,-1
"2070","M",0.585,0.46,0.15,1.206,0.581,0.216,0.323,-1
"2071","F",0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,-1
"2072","F",0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,-1
"2073","F",0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,-1
"2074","M",0.465,0.36,0.105,0.488,0.188,0.0845,0.19,-1
"2075","M",0.51,0.4,0.14,0.6905,0.259,0.151,0.23,-1
"2076","F",0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,-1
"2077","M",0.535,0.44,0.165,0.875,0.279,0.18,0.3,-1
"2078","M",0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,-1
"2079","M",0.645,0.505,0.165,1.307,0.4335,0.262,0.52,-1
"2080","F",0.505,0.405,0.16,0.6835,0.271,0.145,0.215,-1
"2081","M",0.425,0.34,0.12,0.388,0.149,0.087,0.125,-1
"2082","F",0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,-1
"2083","F",0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,-1
"2084","I",0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,-1
"2085","M",0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,-1
"2086","F",0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,-1
"2087","F",0.385,0.305,0.125,0.314,0.146,0.0555,0.08,-1
"2088","F",0.455,0.36,0.11,0.4385,0.206,0.098,0.125,-1
"2089","I",0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,-1
"2090","M",0.33,0.235,0.09,0.163,0.0615,0.034,0.055,-1
"2091","F",0.475,0.375,0.125,0.588,0.237,0.1715,0.155,-1
"2092","F",0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,-1
"2093","M",0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,-1
"2094","M",0.575,0.435,0.13,1.0105,0.368,0.222,0.32,-1
"2095","M",0.53,0.43,0.135,0.879,0.28,0.2165,0.25,-1
"2096","F",0.595,0.475,0.165,1.148,0.444,0.214,0.37,-1
"2097","M",0.64,0.51,0.17,1.3715,0.567,0.307,0.409,-1
"2098","F",0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,-1
"2099","F",0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,-1
"2100","F",0.625,0.47,0.17,1.255,0.525,0.2415,0.405,-1
"2101","M",0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,-1
"2102","M",0.66,0.525,0.18,1.478,0.5815,0.381,0.372,-1
"2103","F",0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,-1
"2104","M",0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,-1
"2105","M",0.59,0.46,0.145,0.929,0.38,0.24,0.255,-1
"2106","F",0.62,0.51,0.18,1.233,0.592,0.274,0.322,-1
"2107","M",0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,-1
"2108","F",0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,-1
"2109","M",0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,-1
"2110","M",0.715,0.545,0.18,1.7405,0.871,0.347,0.449,-1
"2111","I",0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,-1
"2112","F",0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,-1
"2113","M",0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,-1
"2114","I",0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,-1
"2115","I",0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,-1
"2116","F",0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,-1
"2117","F",0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,-1
"2118","F",0.62,0.48,0.165,1.043,0.4835,0.221,0.31,-1
"2119","M",0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,-1
"2120","M",0.675,0.515,0.145,1.265,0.6025,0.299,0.325,-1
"2121","F",0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,-1
"2122","M",0.6,0.46,0.18,1.14,0.423,0.2575,0.365,-1
"2123","M",0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,-1
"2124","F",0.67,0.525,0.195,1.42,0.573,0.368,0.3905,-1
"2125","M",0.69,0.53,0.19,1.5955,0.678,0.331,0.48,-1
"2126","M",0.715,0.525,0.2,1.89,0.95,0.436,0.4305,-1
"2127","I",0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,-1
"2128","F",0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,-1
"2129","I",0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,-1
"2130","F",0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,-1
"2131","I",0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,-1
"2132","F",0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,-1
"2133","I",0.595,0.47,0.135,0.9365,0.434,0.184,0.287,-1
"2134","F",0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,-1
"2135","F",0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,-1
"2136","M",0.6,0.47,0.16,1.012,0.441,0.2015,0.305,-1
"2137","F",0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,-1
"2138","M",0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,-1
"2139","M",0.62,0.525,0.155,1.085,0.454,0.1965,0.35,-1
"2140","M",0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,-1
"2141","M",0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,-1
"2142","F",0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,-1
"2143","F",0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,-1
"2144","F",0.66,0.53,0.17,1.431,0.622,0.309,0.398,-1
"2145","M",0.66,0.51,0.18,1.261,0.5,0.2335,0.339,-1
"2146","M",0.685,0.55,0.19,1.885,0.89,0.41,0.4895,-1
"2147","F",0.705,0.53,0.17,1.564,0.612,0.394,0.44,-1
"2148","F",0.575,0.42,0.19,1.764,0.914,0.377,0.4095,-1
"2149","M",0.605,0.455,0.16,1.1215,0.533,0.273,0.271,-1
"2150","M",0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,-1
"2151","M",0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,-1
"2152","I",0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,-1
"2153","M",0.53,0.42,0.135,0.675,0.294,0.156,0.1825,-1
"2154","I",0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,-1
"2155","F",0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,-1
"2156","M",0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,-1
"2157","I",0.575,0.45,0.145,0.795,0.364,0.1505,0.26,-1
"2158","M",0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,-1
"2159","M",0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,-1
"2160","M",0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,-1
"2161","M",0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,-1
"2162","F",0.645,0.51,0.155,1.129,0.5015,0.24,0.342,-1
"2163","F",0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,-1
"2164","M",0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,-1
"2165","F",0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,-1
"2166","M",0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,-1
"2167","M",0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,-1
"2168","M",0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,-1
"2169","F",0.545,0.42,0.175,0.754,0.256,0.1775,0.275,-1
"2170","M",0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,-1
"2171","M",0.475,0.37,0.125,0.655,0.266,0.1725,0.185,-1
"2172","F",0.525,0.43,0.165,0.717,0.289,0.1745,0.195,-1
"2173","M",0.45,0.355,0.115,0.478,0.18,0.1185,0.155,-1
"2174","F",0.565,0.455,0.13,1.058,0.439,0.2645,0.3,-1
"2175","M",0.54,0.425,0.12,0.817,0.2945,0.153,0.195,-1
"2176","F",0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,-1
"2177","F",0.455,0.375,0.125,0.458,0.1985,0.111,0.12,-1
"2178","I",0.355,0.27,0.1,0.216,0.083,0.037,0.075,-1
"2179","F",0.52,0.41,0.16,0.712,0.2845,0.153,0.225,-1
"2180","I",0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,-1
"2181","I",0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,-1
"2182","F",0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,-1
"2183","F",0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,-1
"2184","M",0.695,0.55,0.205,2.173,1.133,0.4665,0.496,-1
